"source"	"target"	"Annotation"	"Direction"	"Score"
"PPP2CA"	"RPS28"	"complex; input"	"-"	1
"PPP2CA"	"RPS29"	"complex; input"	"-"	1
"PPP2CA"	"RPS3"	"complex; input"	"-"	1
"PPP2CA"	"RPS3A"	"complex; input"	"-"	1
"PPP2CA"	"RPS4X"	"complex; input"	"-"	1
"PPP2CA"	"RPS4Y1"	"complex; input"	"-"	1
"PPP2CA"	"RPS5"	"complex; input"	"-"	1
"PPP2CA"	"RPS6"	"complex; input"	"-"	1
"PPP2CA"	"RPS6KB1"	"PPrel: activation, dephosphorylation; activate"	"->"	1
"PPP2CA"	"RPS6KB2"	"PPrel: activation, dephosphorylation"	"->"	1
"PPP2CA"	"RPS7"	"complex; input"	"-"	1
"PPP2CA"	"RPS8"	"complex; input"	"-"	1
"PPP2CA"	"RPS9"	"complex; input"	"-"	1
"PPP2CA"	"RPSA"	"complex; input"	"-"	1
"PPP2CA"	"RYR2"	"PPrel: inhibition, dephosphorylation"	"-|"	1
"PPP2CA"	"SAG"	"inhibited by"	"|-"	1
"PPP2CA"	"SFN"	"activate"	"->"	1
"PPP2CA"	"SGO1"	"PPrel: binding/association; inhibit"	"-|"	1
"PPP2CA"	"SIAH1"	"complex; input"	"-"	1
"PPP2CA"	"SIAH2"	"complex; input"	"-"	1
"PPP2CA"	"SMG1"	"PCrel: binding/association; input"	"-"	1
"PPP2CA"	"SMG5"	"PCrel: binding/association; activate; complex; input"	"->"	1
"PPP2CA"	"SMG6"	"PCrel: binding/association; activate; complex; input"	"->"	1
"PPP2CA"	"SMG7"	"activate; complex; input"	"->"	1
"PPP2CA"	"SMG8"	"input"	"-"	1
"PPP2CA"	"SMG9"	"input"	"-"	1
"PPP2CA"	"SOD1"	"predicted"	"-"	0.64
"PPP2CA"	"SPRY2"	"complex; input"	"-"	1
"PPP2CA"	"SRC"	"catalyzed by; inhibite"	"<-|"	1
"PPP2CA"	"STAG2"	"predicted"	"-"	0.56
"PPP2CA"	"STAT1"	"PPrel: inhibition, indirect effect"	"-|"	1
"PPP2CA"	"STAT2"	"PPrel: inhibition, indirect effect"	"-|"	1
"PPP2CA"	"STK3"	"PPrel: inhibition, dephosphorylation"	"-|"	1
"PPP2CA"	"STRN"	"predicted"	"-"	0.78
"PPP2CA"	"TBL1X"	"complex; input"	"-"	1
"PPP2CA"	"TBL1XR1"	"complex; input"	"-"	1
"PPP2CA"	"TBL1Y"	"complex; input"	"-"	1
"PPP2CA"	"TCP1"	"predicted"	"-"	0.58
"PPP2CA"	"TGFBR1"	"reaction"	"-"	1
"PPP2CA"	"TGFBR2"	"PPrel: activated by; reaction"	"<-"	1
"PPP2CA"	"TGFBRAP1"	"predicted"	"-"	0.5
"PPP2CA"	"TIPRL"	"predicted"	"-"	0.78
"PPP2CA"	"TNNI3"	"PPrel: inhibition, dephosphorylation"	"-|"	1
"PPP2CA"	"TP53"	"predicted"	"-"	0.64
"PPP2CA"	"TSC2"	"predicted"	"-"	0.77
"PPP2CA"	"UBA52"	"complex; input"	"-"	1
"PPP2CA"	"UBE2A"	"predicted"	"-"	0.59
"PPP2CA"	"UBE2D2"	"predicted"	"-"	0.59
"PPP2CA"	"ULK1"	"PPrel: inhibition, dephosphorylation"	"-|"	1
"PPP2CA"	"ULK2"	"PPrel: inhibition, dephosphorylation"	"-|"	1
"PPP2CA"	"UNC5A"	"predicted"	"-"	0.54
"PPP2CA"	"UNC5B"	"predicted"	"-"	0.54
"PPP2CA"	"UNC5C"	"predicted"	"-"	0.54
"PPP2CA"	"UNC5D"	"predicted"	"-"	0.54
"PPP2CA"	"UPF1"	"complex; input"	"-"	1
"PPP2CA"	"UPF2"	"complex; input"	"-"	1
"PPP2CA"	"UPF3A"	"complex; input"	"-"	1
"PPP2CA"	"UPF3B"	"complex; input"	"-"	1
"PPP2CA"	"VCP"	"predicted"	"-"	0.77
"PPP2CA"	"WWTR1"	"PPrel: activation, dephosphorylation"	"->"	1
"PPP2CA"	"YAP1"	"PPrel: activation, dephosphorylation"	"->"	1
"PPP2CA"	"YWHAB"	"activate; inhibited by"	"|->"	1
"PPP2CA"	"YWHAE"	"activate; inhibited by"	"|->"	1
"PPP2CA"	"YWHAG"	"activate; inhibited by"	"|->"	1
"PPP2CA"	"YWHAH"	"activate; inhibited by"	"|->"	1
"PPP2CA"	"YWHAQ"	"activate; inhibited by"	"|->"	1
"PPP2CA"	"YWHAZ"	"activate; inhibited by"	"|->"	1
"PPP2CA"	"ZNF114"	"predicted"	"-"	0.64
"PPP2CA"	"ZNF160"	"predicted"	"-"	0.65
"PPP2CA"	"ZNF331"	"predicted"	"-"	0.64
"PPP2CA"	"ZNF517"	"predicted"	"-"	0.64
"PPP2CA"	"ZNF550"	"predicted"	"-"	0.64
"PPP2CA"	"ZNF611"	"predicted"	"-"	0.65
"PPP2CA"	"ZNF764"	"predicted"	"-"	0.64
"PPP2CA"	"ZNF785"	"predicted"	"-"	0.64
"PPP2CB"	"PPP2R5E"	"complex; predicted"	"-"	1
"PPP2CB"	"SMG1"	"PCrel: binding/association"	"-"	1
"PPP2CB"	"SRC"	"catalyzed by; inhibite"	"<-|"	1
"PPP2R1A"	"PPP2R5E"	"complex; predicted"	"-"	1
"PPP2R1A"	"SMG1"	"PCrel: binding/association; input"	"-"	1
"PPP2R1A"	"SRC"	"catalyzed by; inhibite"	"<-|"	1
"PPP2R1B"	"PPP2R5E"	"complex; predicted"	"-"	1
"PPP2R1B"	"SMG1"	"PCrel: binding/association"	"-"	1
"PPP2R2A"	"SMG1"	"PCrel: binding/association; input"	"-"	1
"PPP2R2A"	"TGFBRAP1"	"predicted"	"-"	0.6
"PPP2R2B"	"SMG1"	"PCrel: binding/association"	"-"	1
"PPP2R2B"	"TGFBRAP1"	"predicted"	"-"	0.6
"PPP2R2C"	"SMG1"	"PCrel: binding/association"	"-"	1
"PPP2R2C"	"TGFBRAP1"	"predicted"	"-"	0.6
"PPP2R2D"	"SMG1"	"PCrel: binding/association"	"-"	1
"PPP2R2D"	"TGFBRAP1"	"predicted"	"-"	0.6
"PPP2R3A"	"SMG1"	"PCrel: binding/association"	"-"	1
"PPP2R3B"	"SMG1"	"PCrel: binding/association"	"-"	1
"PPP2R3C"	"SMG1"	"PCrel: binding/association"	"-"	1
"PPP2R5A"	"PPP2R5E"	"predicted"	"-"	0.97
"PPP2R5A"	"SMG1"	"PCrel: binding/association"	"-"	1
"PPP2R5B"	"PPP2R5E"	"predicted"	"-"	0.97
"PPP2R5B"	"SMG1"	"PCrel: binding/association"	"-"	1
"PPP2R5C"	"PPP2R5E"	"predicted"	"-"	0.97
"PPP2R5C"	"SMG1"	"PCrel: binding/association"	"-"	1
"PPP2R5D"	"PPP2R5E"	"predicted"	"-"	0.97
"PPP2R5D"	"SMG1"	"PCrel: binding/association"	"-"	1
"PPP2R5E"	"PPP4R1"	"predicted"	"-"	1
"PPP2R5E"	"PPP4R1L"	"predicted"	"-"	1
"PPP2R5E"	"RAF1"	"catalyze"	"->"	1
"PPP2R5E"	"REC8"	"PPrel: activation"	"->"	1
"PPP2R5E"	"RYR2"	"PPrel: inhibition, dephosphorylation"	"-|"	1
"PPP2R5E"	"SAG"	"inhibited by"	"|-"	1
"PPP2R5E"	"SGO1"	"PPrel: binding/association"	"-"	1
"PPP2R5E"	"SIAH1"	"complex; input"	"-"	1
"PPP2R5E"	"SIAH2"	"complex; input"	"-"	1
"PPP2R5E"	"SMG1"	"PCrel: binding/association"	"-"	1
"PPP2R5E"	"SMG5"	"PCrel: binding/association"	"-"	1
"PPP2R5E"	"SMG6"	"PCrel: binding/association"	"-"	1
"PPP2R5E"	"STK3"	"predicted"	"-"	0.56
"PPP2R5E"	"TBL1X"	"complex; input"	"-"	1
"PPP2R5E"	"TBL1XR1"	"complex; input"	"-"	1
"PPP2R5E"	"TBL1Y"	"complex; input"	"-"	1
"PPP2R5E"	"TNNI3"	"PPrel: inhibition, dephosphorylation"	"-|"	1
"PPP2R5E"	"YWHAB"	"inhibited by"	"|-"	1
"PPP2R5E"	"YWHAE"	"inhibited by"	"|-"	1
"PPP2R5E"	"YWHAG"	"inhibited by"	"|-"	1
"PPP2R5E"	"YWHAH"	"inhibited by"	"|-"	1
"PPP2R5E"	"YWHAQ"	"inhibited by"	"|-"	1
"PPP2R5E"	"YWHAZ"	"inhibited by"	"|-"	1
"PPP4C"	"PRKACB"	"PPrel: activated, indirect effect"	"<-"	1
"PPP4R3A"	"PRKACB"	"PPrel: activated, indirect effect"	"<-"	1
"PPP4R3B"	"PRKACB"	"PPrel: activated, indirect effect"	"<-"	1
"PPWD1"	"SLU7"	"input"	"-"	1
"PQBP1"	"SLU7"	"input"	"-"	1
"PRCC"	"SLU7"	"input"	"-"	1
"PREX1"	"PTEN"	"inhibited by"	"|-"	1
"PREX2"	"PTEN"	"complex; input"	"-"	1
"PRKAA1"	"PRKACB"	"PPrel: activated, indirect effect; PPrel: inhibited by, phosphorylated by"	"-"	1
"PRKAA1"	"RPTOR"	"PPrel: inhibition; PPrel: inhibition, phosphorylation; catalyze"	"-"	1
"PRKAA2"	"PRKACB"	"PPrel: activated, indirect effect; PPrel: inhibited by, phosphorylated by"	"-"	1
"PRKAA2"	"RPTOR"	"PPrel: inhibition; PPrel: inhibition, phosphorylation; catalyze"	"-"	1
"PRKAB1"	"PRKACB"	"PPrel: activated, indirect effect"	"<-"	1
"PRKAB1"	"RPTOR"	"PPrel: inhibition; PPrel: inhibition, phosphorylation; catalyze"	"-"	1
"PRKAB2"	"PRKACB"	"PPrel: activated, indirect effect"	"<-"	1
"PRKAB2"	"RPTOR"	"PPrel: inhibition; PPrel: inhibition, phosphorylation; catalyze"	"-"	1
"PRKACA"	"PRKACB"	"complex"	"-"	1
"PRKACA"	"PXN"	"activate"	"->"	1
"PRKACA"	"RPS6KA5"	"PPrel: activation, indirect effect; reaction"	"->"	1
"PRKACA"	"TGFB1"	"reaction"	"-"	1
"PRKACB"	"PRKAG1"	"PPrel: activation, indirect effect"	"->"	1
"PRKACB"	"PRKAG2"	"PPrel: activation, indirect effect"	"->"	1
"PRKACB"	"PRKAG3"	"PPrel: activation, indirect effect"	"->"	1
"PRKACB"	"PRKAR1A"	"complex"	"-"	1
"PRKACB"	"PRKAR1B"	"complex"	"-"	1
"PRKACB"	"PRKAR2A"	"complex"	"-"	1
"PRKACB"	"PRKAR2B"	"complex"	"-"	1
"PRKACB"	"PRKCA"	"PPrel: indirect effect"	"-"	1
"PRKACB"	"PRKCB"	"PPrel: indirect effect"	"-"	1
"PRKACB"	"PRKCG"	"PPrel: indirect effect"	"-"	1
"PRKACB"	"PSEN1"	"PPrel: binding/association"	"-"	1
"PRKACB"	"PTK2"	"PPrel: activation, phosphorylation"	"->"	1
"PRKACB"	"PXN"	"activate"	"->"	1
"PRKACB"	"RAB13"	"PPrel: inhibited by"	"|-"	1
"PRKACB"	"RAF1"	"PPrel: inhibition; PPrel: inhibition, phosphorylation"	"-|"	1
"PRKACB"	"RAP1A"	"PPrel: activation; PPrel: activation, phosphorylation; PPrel: phosphorylation"	"->"	1
"PRKACB"	"RAP1B"	"PPrel: activation; PPrel: activation, phosphorylation; PPrel: phosphorylation"	"->"	1
"PRKACB"	"RAP1GAP2"	"catalyze"	"->"	1
"PRKACB"	"RAPGEF3"	"reaction"	"-"	1
"PRKACB"	"RAPGEF4"	"reaction"	"-"	1
"PRKACB"	"RASD1"	"PPrel: inhibited, indirect effect"	"|-"	1
"PRKACB"	"RASGRF1"	"PPrel: activation, phosphorylation"	"->"	1
"PRKACB"	"RASGRF2"	"PPrel: activation, phosphorylation"	"->"	1
"PRKACB"	"RCAN1"	"predicted"	"-"	0.64
"PRKACB"	"RELA"	"PPrel: activation, phosphorylation; catalyze; complex; input"	"->"	1
"PRKACB"	"RHOA"	"PPrel: inhibition, phosphorylation"	"-|"	1
"PRKACB"	"ROBO2"	"complex; input"	"-"	1
"PRKACB"	"RPS6KA5"	"PPrel: activation, indirect effect"	"->"	1
"PRKACB"	"RPS6KB1"	"PPrel: activation, phosphorylation"	"->"	1
"PRKACB"	"RPS6KB2"	"PPrel: activation, phosphorylation"	"->"	1
"PRKACB"	"RUNX2"	"PPrel: activation, phosphorylation"	"->"	1
"PRKACB"	"RYR2"	"PPrel: activation, phosphorylation"	"->"	1
"PRKACB"	"SCN1A"	"PPrel: inhibition, phosphorylation"	"-|"	1
"PRKACB"	"SCN1B"	"PPrel: activation, phosphorylation"	"->"	1
"PRKACB"	"SCN4B"	"PPrel: activation, phosphorylation"	"->"	1
"PRKACB"	"SCN5A"	"PPrel: activation, phosphorylation"	"->"	1
"PRKACB"	"SCN7A"	"PPrel: activation, phosphorylation"	"->"	1
"PRKACB"	"SFN"	"predicted"	"-"	0.54
"PRKACB"	"SIK2"	"PPrel: inhibition, phosphorylation"	"-|"	1
"PRKACB"	"SLC12A2"	"PPrel: compound, activated, phosphorylation"	"<-"	1
"PRKACB"	"SLC8A1"	"PPrel: activation, phosphorylation"	"->"	1
"PRKACB"	"SLC8A2"	"PPrel: activation, phosphorylation"	"->"	1
"PRKACB"	"SLC8A3"	"PPrel: activation, phosphorylation"	"->"	1
"PRKACB"	"SLC9A1"	"PPrel: activation, phosphorylation"	"->"	1
"PRKACB"	"SLC9A3R1"	"PPrel: activation, phosphorylation"	"->"	1
"PRKACB"	"SMEK1"	"PPrel: activation, indirect effect"	"->"	1
"PRKACB"	"SMO"	"PPrel: inhibited by"	"|-"	1
"PRKACB"	"SOX9"	"PPrel: activation"	"->"	1
"PRKACB"	"SP1"	"PPrel: activation; PPrel: activation, phosphorylation"	"->"	1
"PRKACB"	"STAR"	"GErel: expression, indirect effect"	"->"	1
"PRKACB"	"SUFU"	"catalyze"	"->"	1
"PRKACB"	"TNNI3"	"PPrel: activation, phosphorylation"	"->"	1
"PRKACB"	"TP73"	"complex; input"	"-"	1
"PRKACB"	"TRPM8"	"PPrel: inhibition, indirect effect"	"-|"	1
"PRKACB"	"TRPV1"	"PPrel: activation, phosphorylation"	"->"	1
"PRKACB"	"TRPV4"	"PPrel: activation, indirect effect"	"->"	1
"PRKACB"	"TRPV5"	"PCrel: activation, phosphorylation; PPrel: activation, phosphorylation"	"->"	1
"PRKACB"	"TTF1"	"PPrel: activation"	"->"	1
"PRKACB"	"TTF2"	"PPrel: activation"	"->"	1
"PRKACB"	"ULK1"	"PPrel: inhibition, phosphorylation"	"-|"	1
"PRKACB"	"ULK2"	"PPrel: inhibition, phosphorylation"	"-|"	1
"PRKACB"	"VAMP2"	"PPrel: indirect effect"	"-"	1
"PRKACB"	"VASP"	"PPrel: activation, phosphorylation"	"->"	1
"PRKACB"	"YWHAZ"	"predicted"	"-"	0.54
"PRKACG"	"RPS6KA5"	"PPrel: activation, indirect effect"	"->"	1
"PRKAG1"	"RPTOR"	"PPrel: inhibition; PPrel: inhibition, phosphorylation; catalyze"	"-"	1
"PRKAG2"	"RPTOR"	"PPrel: inhibition; PPrel: inhibition, phosphorylation; catalyze"	"-"	1
"PRKAG3"	"RPTOR"	"PPrel: inhibition; PPrel: inhibition, phosphorylation; catalyze"	"-"	1
"PRKAR1A"	"PXN"	"activate"	"->"	1
"PRKAR1B"	"PXN"	"activate"	"->"	1
"PRKCA"	"PXN"	"PPrel: indirect effect"	"-"	1
"PRKCA"	"SRC"	"PPrel: indirect effect; activate"	"->"	1
"PRKCB"	"PXN"	"PPrel: indirect effect"	"-"	1
"PRKCB"	"SRC"	"PPrel: indirect effect; activate"	"->"	1
"PRKCD"	"SRC"	"PPrel: activation; PPrel: indirect effect; activate; activated by"	"<->"	1
"PRKCE"	"SRC"	"activate; reaction"	"->"	1
"PRKCG"	"PXN"	"PPrel: indirect effect"	"-"	1
"PRKCG"	"SRC"	"activate"	"->"	1
"PRKCH"	"SRC"	"activate"	"->"	1
"PRKCI"	"PTEN"	"PPrel: binding/association"	"-"	1
"PRKCI"	"SMG1"	"predicted"	"-"	0.64
"PRKCI"	"SRC"	"activated by"	"<-"	1
"PRKCQ"	"SRC"	"activate"	"->"	1
"PRKCZ"	"PTEN"	"PPrel: binding/association"	"-"	1
"PRKCZ"	"SRC"	"activated by"	"<-"	1
"PRKCZ"	"TGFB1"	"complex; input"	"-"	1
"PRKD1"	"SRC"	"predicted"	"-"	0.98
"PRKN"	"UBE2L6"	"catalyzed by"	"<-"	1
"PROC"	"SERPINA1"	"PPrel: inhibited by"	"|-"	1
"PRPF19"	"SLU7"	"input"	"-"	1
"PRPF3"	"SLU7"	"predicted"	"-"	0.64
"PRPF6"	"SLU7"	"input"	"-"	1
"PRPF8"	"SLU7"	"input"	"-"	1
"PRPS1"	"PRPS1L1"	"predicted"	"-"	1
"PRPS1"	"PRPS2"	"predicted"	"-"	1
"PRPS1"	"PRPSAP1"	"predicted"	"-"	1
"PRPS1"	"PRPSAP2"	"predicted"	"-"	1
"PRPS1"	"YWHAE"	"predicted"	"-"	0.58
"PRSS1"	"SERPINA1"	"predicted"	"-"	0.77
"PRSS2"	"SERPINA1"	"predicted"	"-"	0.77
"PRTN3"	"SERPINA1"	"predicted"	"-"	0.77
"PSG1"	"TGFB1"	"complex; input"	"-"	1
"PSMA1"	"PTEN"	"catalyze"	"->"	1
"PSMA2"	"PTEN"	"catalyze"	"->"	1
"PSMA3"	"PTEN"	"catalyze"	"->"	1
"PSMA4"	"PTEN"	"catalyze"	"->"	1
"PSMA4"	"TGFBRAP1"	"predicted"	"-"	0.6
"PSMA5"	"PTEN"	"catalyze"	"->"	1
"PSMA6"	"PTEN"	"catalyze"	"->"	1
"PSMA7"	"PTEN"	"catalyze"	"->"	1
"PSMA8"	"PTEN"	"catalyze"	"->"	1
"PSMB1"	"PTEN"	"catalyze"	"->"	1
"PSMB10"	"PTEN"	"catalyze"	"->"	1
"PSMB11"	"PTEN"	"catalyze"	"->"	1
"PSMB2"	"PTEN"	"catalyze"	"->"	1
"PSMB3"	"PTEN"	"catalyze"	"->"	1
"PSMB4"	"PTEN"	"catalyze"	"->"	1
"PSMB5"	"PTEN"	"catalyze"	"->"	1
"PSMB6"	"PTEN"	"catalyze"	"->"	1
"PSMB7"	"PTEN"	"catalyze"	"->"	1
"PSMB8"	"PTEN"	"catalyze"	"->"	1
"PSMB9"	"PTEN"	"catalyze"	"->"	1
"PSMC1"	"PTEN"	"catalyze"	"->"	1
"PSMC2"	"PTEN"	"catalyze"	"->"	1
"PSMC3"	"PTEN"	"catalyze"	"->"	1
"PSMC4"	"PTEN"	"catalyze"	"->"	1
"PSMC5"	"PTEN"	"catalyze"	"->"	1
"PSMC6"	"PTEN"	"catalyze"	"->"	1
"PSMD1"	"PTEN"	"catalyze"	"->"	1
"PSMD10"	"PTEN"	"catalyze"	"->"	1
"PSMD11"	"PTEN"	"catalyze"	"->"	1
"PSMD12"	"PTEN"	"catalyze"	"->"	1
"PSMD13"	"PTEN"	"catalyze"	"->"	1
"PSMD14"	"PTEN"	"catalyze"	"->"	1
"PSMD2"	"PTEN"	"catalyze"	"->"	1
"PSMD3"	"PTEN"	"catalyze"	"->"	1
"PSMD4"	"PTEN"	"catalyze"	"->"	1
"PSMD5"	"PTEN"	"catalyze"	"->"	1
"PSMD6"	"PTEN"	"catalyze"	"->"	1
"PSMD7"	"PTEN"	"catalyze"	"->"	1
"PSMD8"	"PTEN"	"catalyze"	"->"	1
"PSMD9"	"PTEN"	"catalyze"	"->"	1
"PSME1"	"PTEN"	"catalyze"	"->"	1
"PSME2"	"PTEN"	"catalyze"	"->"	1
"PSME3"	"PTEN"	"catalyze"	"->"	1
"PSME4"	"PTEN"	"catalyze"	"->"	1
"PSMF1"	"PTEN"	"catalyze"	"->"	1
"PSPN"	"SRC"	"complex; input"	"-"	1
"PTBP1"	"SLU7"	"input"	"-"	1
"PTEN"	"PTK2"	"PPrel: inhibition, dephosphorylation"	"-|"	1
"PTEN"	"PTPN14"	"predicted"	"-"	0.64
"PTEN"	"PXN"	"predicted"	"-"	0.64
"PTEN"	"RANBP1"	"predicted"	"-"	0.78
"PTEN"	"RB1CC1"	"predicted"	"-"	0.65
"PTEN"	"RCC2"	"predicted"	"-"	0.64
"PTEN"	"RHOA"	"predicted"	"-"	0.64
"PTEN"	"RNF146"	"catalyzed by"	"<-"	1
"PTEN"	"ROCK1"	"PPrel: activated by; activated by"	"<-"	1
"PTEN"	"ROCK2"	"PPrel: activated by; activated by"	"<-"	1
"PTEN"	"RPL23"	"predicted"	"-"	0.64
"PTEN"	"RPS15A"	"predicted"	"-"	0.64
"PTEN"	"RPS27A"	"catalyze; input"	"->"	1
"PTEN"	"RPS3"	"predicted"	"-"	0.64
"PTEN"	"RPS3A"	"predicted"	"-"	0.65
"PTEN"	"RPS4X"	"predicted"	"-"	0.64
"PTEN"	"RPS6"	"predicted"	"-"	0.64
"PTEN"	"RPS7"	"predicted"	"-"	0.56
"PTEN"	"RPS9"	"predicted"	"-"	0.64
"PTEN"	"S100A8"	"predicted"	"-"	0.64
"PTEN"	"S100A9"	"predicted"	"-"	0.64
"PTEN"	"SACM1L"	"ECrel: compound"	"-"	1
"PTEN"	"SDC4"	"predicted"	"-"	0.64
"PTEN"	"SEM1"	"catalyzed by"	"<-"	1
"PTEN"	"SETX"	"predicted"	"-"	0.64
"PTEN"	"SHC1"	"activate"	"->"	1
"PTEN"	"SLC25A5"	"predicted"	"-"	0.64
"PTEN"	"SLC9A3R1"	"complex; input"	"-"	1
"PTEN"	"SLC9A3R2"	"complex; input"	"-"	1
"PTEN"	"STK11"	"predicted"	"-"	0.64
"PTEN"	"STM7"	"ECrel: compound"	"-"	1
"PTEN"	"STUB1"	"catalyzed by"	"<-"	1
"PTEN"	"SYNJ1"	"ECrel: compound"	"-"	1
"PTEN"	"SYNJ2"	"ECrel: compound"	"-"	1
"PTEN"	"TAF1"	"expression regulated by"	"<-"	1
"PTEN"	"TAL1"	"predicted"	"-"	0.54
"PTEN"	"TCP1"	"predicted"	"-"	0.56
"PTEN"	"TNKS"	"catalyzed by"	"<-"	1
"PTEN"	"TNKS2"	"catalyzed by"	"<-"	1
"PTEN"	"TP53"	"GErel: expression by; expression regulated by"	"<-"	1
"PTEN"	"TP63"	"predicted"	"-"	0.54
"PTEN"	"TP73"	"predicted"	"-"	0.54
"PTEN"	"TPT1"	"predicted"	"-"	0.64
"PTEN"	"TRIM27"	"complex; input"	"-"	1
"PTEN"	"UBA52"	"catalyze; input"	"->"	1
"PTEN"	"UBB"	"catalyze; input"	"->"	1
"PTEN"	"UBC"	"catalyze; input"	"->"	1
"PTEN"	"UBE2I"	"predicted"	"-"	0.64
"PTEN"	"UBE3A"	"PPrel: inhibited by"	"|-"	1
"PTEN"	"USP13"	"catalyzed by"	"<-"	1
"PTEN"	"USP7"	"catalyzed by; complex"	"<-"	1
"PTEN"	"VAV1"	"inhibite"	"-|"	1
"PTEN"	"WNT4"	"predicted"	"-"	0.64
"PTEN"	"WWP1"	"predicted"	"-"	0.64
"PTEN"	"WWP2"	"catalyzed by"	"<-"	1
"PTEN"	"XIAP"	"catalyzed by"	"<-"	1
"PTEN"	"YWHAG"	"predicted"	"-"	0.56
"PTEN"	"YWHAZ"	"predicted"	"-"	0.56
"PTEN"	"ZEB1"	"expression regulated by"	"<-"	1
"PTGER4"	"SRC"	"predicted"	"-"	0.64
"PTK2"	"PXN"	"PPrel: activation; PPrel: activation, phosphorylation; activate; activated by; catalyze; complex; inhibited by; input"	"->"	1
"PTK2"	"SPTB"	"catalyze; complex; input"	"->"	1
"PTK2"	"SRC"	"PPrel: activated by; PPrel: activated by, phosphorylation; PPrel: activation; PPrel: binding/association; PPrel: phosphorylation; activate; activated by; catalyzed by; complex; input"	"<->"	1
"PTK2B"	"PXN"	"PPrel: activation; PPrel: binding/association; activate; activated by; catalyze; complex; inhibited by; input"	"->"	1
"PTK2B"	"SRC"	"PPrel: activated by, phosphorylation; PPrel: activation; activate; catalyze; catalyzed by; complex; input"	"<->"	1
"PTK6"	"PXN"	"complex; input"	"-"	1
"PTN"	"SRC"	"activate"	"->"	1
"PTP4A1"	"SRC"	"activated by"	"<-"	1
"PTP4A2"	"RABGGTA"	"inhibit; input"	"-|"	1
"PTPN1"	"SRC"	"activate; catalyze"	"->"	1
"PTPN11"	"PXN"	"catalyze"	"->"	1
"PTPN11"	"SRC"	"activated by; catalyze; complex; inhibite; input"	"<-"	1
"PTPN12"	"PXN"	"complex; input"	"-"	1
"PTPN13"	"SRC"	"activate"	"->"	1
"PTPN2"	"SRC"	"activate"	"->"	1
"PTPN21"	"SRC"	"complex; input"	"-"	1
"PTPN6"	"SRC"	"predicted"	"-"	0.98
"PTPRA"	"SPTB"	"catalyze; complex; input"	"->"	1
"PTPRA"	"SRC"	"activate; catalyzed by"	"<->"	1
"PTPRC"	"SP110"	"predicted"	"-"	0.59
"PTPRJ"	"SRC"	"activate"	"->"	1
"PTPRK"	"PXN"	"predicted"	"-"	0.64
"PTPRT"	"PXN"	"predicted"	"-"	0.64
"PUF60"	"SLU7"	"input"	"-"	1
"PUM2"	"SP3"	"predicted"	"-"	0.59
"PUM3"	"RPF1"	"predicted"	"-"	0.73
"PVR"	"SRC"	"activate"	"->"	1
"PXN"	"RAC1"	"catalyze"	"->"	1
"PXN"	"RAP1B"	"activate; activated by"	"<->"	1
"PXN"	"RET"	"activated by"	"<-"	1
"PXN"	"RGS1"	"inhibited by"	"|-"	1
"PXN"	"RHOA"	"PPrel: indirect effect"	"-"	1
"PXN"	"RPS6KB1"	"activated by"	"<-"	1
"PXN"	"SDC4"	"PPrel: activated by"	"<-"	1
"PXN"	"SHB"	"complex; input"	"-"	1
"PXN"	"SORBS1"	"complex"	"-"	1
"PXN"	"SORBS3"	"complex"	"-"	1
"PXN"	"SRC"	"PPrel: binding/association; activated by; complex; inhibite; input"	"<-|"	1
"PXN"	"TGFA"	"catalyzed by"	"<-"	1
"PXN"	"TLN1"	"complex; input"	"-"	1
"PXN"	"TNC"	"complex; input"	"-"	1
"PXN"	"TPM1"	"complex"	"-"	1
"PXN"	"TPM2"	"complex"	"-"	1
"PXN"	"TPM3"	"complex"	"-"	1
"PXN"	"TPM4"	"complex"	"-"	1
"PXN"	"TRIP6"	"input"	"-"	1
"PXN"	"VCAM1"	"complex; input"	"-"	1
"PXN"	"VCL"	"PPrel: binding/association; complex; input"	"-"	1
"PXN"	"VEGFA"	"complex; input"	"-"	1
"PXN"	"YES1"	"activated by; complex; input"	"<-"	1
"PXN"	"YWHAZ"	"complex; input"	"-"	1
"PYGB"	"TGFBRAP1"	"predicted"	"-"	0.6
"PYGL"	"TGFBRAP1"	"predicted"	"-"	0.6
"PYGM"	"TGFBRAP1"	"predicted"	"-"	0.6
"RAB11A"	"RABGGTA"	"complex; input"	"-"	1
"RAB11B"	"RABGGTA"	"complex; input"	"-"	1
"RAB11B"	"STX3"	"predicted"	"-"	0.5
"RAB13"	"RABGGTA"	"complex; input"	"-"	1
"RAB1A"	"RABGGTA"	"complex; input"	"-"	1
"RAB1A"	"SERPINA1"	"complex; input"	"-"	1
"RAB1A"	"STX3"	"predicted"	"-"	0.56
"RAB1B"	"RABGGTA"	"complex; input"	"-"	1
"RAB1B"	"SPTB"	"complex; input"	"-"	1
"RAB27A"	"RAB27B"	"predicted"	"-"	0.97
"RAB27B"	"RPH3A"	"predicted"	"-"	0.97
"RAB27B"	"RPH3AL"	"predicted"	"-"	1
"RAB27B"	"SYTL2"	"predicted"	"-"	0.54
"RAB27B"	"SYTL4"	"predicted"	"-"	1
"RAB27B"	"SYTL5"	"predicted"	"-"	0.98
"RAB27B"	"UNC13D"	"predicted"	"-"	0.64
"RAB2A"	"RABGGTA"	"complex; input"	"-"	1
"RAB2A"	"TGFBRAP1"	"predicted"	"-"	0.56
